instruction,intent,instruction_hi,intent_hi
I can't afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
assistance with canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ सहायता {{ऑर्डर नंबर}},आदेश रद्द
canmcel order {{Order Number}},cancel_order,रद्द करें आदेश {{ऑर्डर नंबर}},आदेश रद्द
help with canceling purchase {{Order Number}},cancel_order,खरीद को रद्द करने में मदद करें {{ऑर्डर नंबर}},आदेश रद्द
I need help to cancel purchase {{Order Number}},cancel_order,मुझे खरीद को रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
i can no longer afford order {{Order Number}},cancel_order,मैं अब आदेश नहीं दे सकता {{ऑर्डर नंबर}},आदेश रद्द
I can no longer pay for order {{Order Number}},cancel_order,मैं अब आदेश के लिए भुगतान नहीं कर सकता {{ऑर्डर नंबर}},आदेश रद्द
i have problems with canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने की समस्या है {{ऑर्डर नंबर}},आदेश रद्द
I have problems with cancelling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में समस्या है {{ऑर्डर नंबर}},आदेश रद्द
"I purchased some item, help canceling one of the orders",cancel_order,"मैंने कुछ आइटम खरीदे, एक आदेश को रद्द करने में मदद की",आदेश रद्द
I need helpto cancel order {{Order Number}},cancel_order,मुझे ऑर्डर {{ऑर्डर नंबर}} को रद्द करने में सहायता की आवश्यकता है,आदेश रद्द
camceling order {{Order Number}},cancel_order,रद्द करना आदेश {{ऑर्डर नंबर}},आदेश रद्द
i purchased some fucking item cancel order {{Order Number}},cancel_order,मैंने कुछ कमबख्त आइटम खरीदे गए ऑर्डर {{ऑर्डर नंबर}},आदेश रद्द
want assistance to cancel pyrchase {{Order Number}},cancel_order,खरीद रद्द करने के लिए सहायता चाहते हैं {{ऑर्डर नंबर}}},आदेश रद्द
i need assistance to cancel order {{Order Number}},cancel_order,मुझे आदेश {{ऑर्डर नंबर}} रद्द करने के लिए सहायता की आवश्यकता है,आदेश रद्द
i need help with canceling order {{Order Number}},cancel_order,मुझे ऑर्डर रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
cancelling order {{Order Number}},cancel_order,रद्द करना आदेश {{ऑर्डर नंबर}},आदेश रद्द
